franchise_id	shift	folio_num	check_number	open_time	close_time	guests	server	paid	cancelled	items	total_amount	cash	credit_card	tip	discount	subtotal	subtotal_after_disc	tax	total_disc	comps	food_total	bev_total
RV-MTY-001	2	36	3036	2024-01-22T16:26:00	2024-01-22T18:00:00	1	1021	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0
RV-MTY-001	3	37	3037	2024-01-22T21:37:00	2024-01-22T23:42:00	5	1022	1	0	9	181.22	181.22	0	7.25	0	156.22	156.22	25	0	0	130.48	50.74
RV-MTY-001	2	38	3038	2024-01-22T14:23:00	2024-01-22T16:46:00	6	1022	1	0	6	105.79	0	105.79	5.29	0	91.2	91.2	14.59	0	0	65.59	40.2
RV-MTY-001	1	39	3039	2024-01-22T10:24:00	2024-01-22T11:23:00	2	1022	1	0	8	346.02	0	346.02	17.3	0	298.29	298.29	47.73	0	0	221.45	124.57
RV-MTY-001	1	40	3040	2024-01-22T11:19:00	2024-01-22T13:49:00	6	1022	1	0	5	303.28	0	303.28	12.13	0	261.45	261.45	41.83	0	0	236.56	66.72
RV-MTY-001	1	41	3041	2024-01-22T11:09:00	2024-01-22T13:26:00	3	1022	1	0	7	232.17	0	232.17	16.25	0	200.15	200.15	32.02	0	0	160.2	71.97
RV-MTY-001	3	42	3042	2024-01-22T19:14:00	2024-01-22T20:46:00	3	1022	1	0	4	268.25	0	268.25	10.73	0	231.25	231.25	37	0	0	193.14	75.11
RV-MTY-001	3	43	3043	2024-01-22T21:05:00	2024-01-22T22:05:00	4	1021	1	0	4	267.43	267.43	0	13.37	0	230.54	230.54	36.89	0	0	176.5	90.93
RV-MTY-001	2	44	3044	2024-01-22T14:02:00	2024-01-22T16:27:00	3	1021	1	0	6	298.98	0	298.98	11.96	0	257.74	257.74	41.24	0	0	230.21	68.77
RV-MTY-001	1	45	3045	2024-01-22T10:28:00	2024-01-22T11:35:00	5	1021	1	0	5	245.88	245.88	0	9.84	0	211.97	211.97	33.91	0	0	184.41	61.47
RV-MTY-001	1	46	3046	2024-01-22T11:36:00	2024-01-22T12:35:00	2	1022	1	0	8	142.64	142.64	0	7.13	0	122.97	122.97	19.67	0	0	112.69	29.95
RV-MTY-001	2	47	3047	2024-01-22T16:53:00	2024-01-22T18:39:00	5	1021	1	0	7	322.73	322.73	0	12.91	0	278.22	278.22	44.51	0	0	248.5	74.23
RV-MTY-001	1	48	3048	2024-01-22T09:11:00	2024-01-22T10:31:00	6	1021	1	0	4	226.56	0	226.56	13.59	0	195.31	195.31	31.25	0	0	169.92	56.64
RV-MTY-001	3	49	3049	2024-01-22T20:06:00	2024-01-22T21:06:00	4	1022	1	0	2	183.28	0	183.28	7.33	11	158	147	25.28	11	0	137.46	45.82
RV-MTY-001	3	50	3050	2024-01-22T22:14:00	2024-01-22T23:01:00	2	1022	1	0	10	225.92	0	225.92	15.81	0	194.76	194.76	31.16	0	0	155.88	70.04
RV-MTY-001	1	51	3051	2024-01-22T11:47:00	2024-01-22T13:33:00	4	1022	1	0	2	129.87	0	129.87	3.9	9.09	111.96	102.87	17.91	9.09	0	88.31	41.56
RV-MTY-001	1	52	3052	2024-01-22T11:15:00	2024-01-22T12:23:00	2	1021	1	0	10	308.84	308.84	0	9.27	0	266.24	266.24	42.6	0	0	240.9	67.94
RV-MTY-001	2	53	3053	2024-01-22T14:54:00	2024-01-22T16:21:00	4	1021	1	0	10	215.32	215.32	0	10.77	0	185.62	185.62	29.7	0	0	150.72	64.6
RV-MTY-001	2	54	3054	2024-01-22T13:13:00	2024-01-22T15:24:00	1	1022	1	0	8	247.64	0	247.64	9.91	0	213.48	213.48	34.16	0	0	173.35	74.29
RV-MTY-001	2	55	3055	2024-01-22T16:14:00	2024-01-22T18:43:00	3	1022	1	0	10	236.67	0	236.67	11.83	0	204.03	204.03	32.64	0	0	184.6	52.07
RV-MTY-001	1	56	3056	2024-01-22T10:27:00	2024-01-22T11:11:00	2	1021	1	0	2	103.54	0	103.54	6.21	0	89.26	89.26	14.28	0	0	74.55	28.99
RV-MTY-001	1	57	3057	2024-01-22T08:09:00	2024-01-22T10:07:00	1	1022	1	0	3	313.13	313.13	0	21.92	0	269.94	269.94	43.19	0	0	222.32	90.81
RV-MTY-001	2	58	3058	2024-01-22T16:40:00	2024-01-22T18:21:00	2	1021	1	0	4	345.96	0	345.96	24.22	0	298.24	298.24	47.72	0	0	231.79	114.17
RV-MTY-001	3	59	3059	2024-01-22T20:27:00	2024-01-22T21:21:00	6	1021	1	0	4	136.51	0	136.51	8.19	0	117.68	117.68	18.83	0	0	105.11	31.4
RV-MTY-001	2	60	3060	2024-01-22T16:29:00	2024-01-22T18:32:00	1	1021	1	0	4	330.55	330.55	0	16.53	0	284.96	284.96	45.59	0	0	241.3	89.25
RV-MTY-001	2	61	3061	2024-01-22T14:06:00	2024-01-22T16:04:00	1	1021	1	0	10	257.82	257.82	0	12.89	0	222.26	222.26	35.56	0	0	185.63	72.19
RV-MTY-001	3	62	3062	2024-01-22T20:49:00	2024-01-22T21:13:00	3	1021	1	0	2	125.77	125.77	0	7.55	0	108.42	108.42	17.35	0	0	88.04	37.73
RV-MTY-001	1	63	3063	2024-01-22T11:45:00	2024-01-22T12:45:00	2	1022	1	0	2	121.45	0	121.45	8.5	0	104.7	104.7	16.75	0	0	75.3	46.15
RV-MTY-001	2	64	3064	2024-01-22T15:03:00	2024-01-22T16:18:00	6	1021	1	0	2	208.55	0	208.55	10.43	0	179.78	179.78	28.77	0	0	145.98	62.57
RV-MTY-001	1	65	3065	2024-01-22T10:01:00	2024-01-22T11:01:00	3	1021	1	0	3	299.27	0	299.27	11.97	0	257.99	257.99	41.28	0	0	227.45	71.82
RV-MTY-001	2	66	3066	2024-01-22T14:11:00	2024-01-22T16:06:00	1	1021	1	0	7	306.32	306.32	0	9.19	0	264.07	264.07	42.25	0	30.63	238.93	67.39
RV-MTY-001	1	67	3067	2024-01-22T10:02:00	2024-01-22T11:51:00	3	1022	1	0	8	116.48	116.48	0	6.99	0	100.41	100.41	16.07	0	0	81.54	34.94
RV-MTY-001	1	68	3068	2024-01-22T11:49:00	2024-01-22T12:20:00	6	1022	1	0	5	226.15	0	226.15	9.05	0	194.96	194.96	31.19	0	0	151.52	74.63
RV-MTY-001	3	69	3069	2024-01-22T19:18:00	2024-01-22T21:52:00	6	1021	1	0	7	221.92	0	221.92	11.1	0	191.31	191.31	30.61	0	0	139.81	82.11
RV-MTY-001	2	70	3070	2024-01-22T14:17:00	2024-01-22T16:47:00	1	1022	1	0	5	269.04	0	269.04	13.45	0	231.93	231.93	37.11	0	26.9	196.4	72.64
RV-MTY-001	3	71	3071	2024-01-22T22:57:00	2024-01-22T23:55:00	5	1022	1	0	9	137.41	0	137.41	4.12	0	118.46	118.46	18.95	0	0	107.18	30.23
RV-MTY-001	2	72	3072	2024-01-22T13:22:00	2024-01-22T15:57:00	1	1022	1	0	8	126.38	0	126.38	6.32	0	108.95	108.95	17.43	0	0	79.62	46.76
RV-MTY-001	2	73	3073	2024-01-22T13:44:00	2024-01-22T14:23:00	3	1022	1	0	11	335.31	0	335.31	10.06	0	289.06	289.06	46.25	0	0	251.48	83.83
RV-MTY-001	2	74	3074	2024-01-22T15:55:00	2024-01-22T17:39:00	1	1021	1	0	8	115.08	115.08	0	4.6	0	99.21	99.21	15.87	0	0	88.61	26.47
RV-MTY-001	2	75	3075	2024-01-22T14:35:00	2024-01-22T15:25:00	3	1022	1	0	11	272.79	272.79	0	16.37	0	235.16	235.16	37.63	0	0	196.41	76.38
RV-MTY-001	2	76	3076	2024-01-22T16:59:00	2024-01-22T18:16:00	4	1021	1	0	12	204.21	0	204.21	8.17	0	176.04	176.04	28.17	0	0	163.37	40.84
RV-MTY-001	1	77	3077	2024-01-22T08:54:00	2024-01-22T10:26:00	5	1022	1	0	5	175.67	0	175.67	10.54	0	151.44	151.44	24.23	0	0	122.97	52.7
RV-MTY-001	2	78	3078	2024-01-22T14:21:00	2024-01-22T15:51:00	2	1021	1	0	2	170.37	170.37	0	10.22	0	146.87	146.87	23.5	0	0	114.15	56.22
RV-MTY-001	3	79	3079	2024-01-22T21:19:00	2024-01-22T22:03:00	3	1021	1	0	10	349.13	0	349.13	17.46	0	300.97	300.97	48.16	0	0	251.37	97.76
RV-MTY-001	2	80	3080	2024-01-22T16:56:00	2024-01-22T17:34:00	5	1022	1	0	12	256.24	0	256.24	17.94	17.94	220.9	202.96	35.34	17.94	0	189.62	66.62
RV-MTY-001	1	81	3081	2024-01-22T09:04:00	2024-01-22T10:56:00	3	1022	1	0	3	299.02	0	299.02	8.97	0	257.78	257.78	41.24	0	0	185.39	113.63
RV-MTY-001	3	82	3082	2024-01-22T20:50:00	2024-01-22T22:44:00	5	1022	1	0	12	147.51	0	147.51	4.43	0	127.16	127.16	20.35	0	0	101.78	45.73
RV-MTY-001	2	83	3083	2024-01-22T16:33:00	2024-01-22T18:32:00	6	1021	1	0	5	235.21	235.21	0	14.11	0	202.77	202.77	32.44	0	23.52	145.83	89.38
RV-MTY-001	1	84	3084	2024-01-22T08:18:00	2024-01-22T09:00:00	2	1021	1	0	9	333.27	0	333.27	10	0	287.3	287.3	45.97	0	0	266.62	66.65
RV-MTY-001	3	85	3085	2024-01-22T20:20:00	2024-01-22T22:14:00	2	1022	1	0	6	216.14	216.14	0	10.81	0	186.33	186.33	29.81	0	0	146.98	69.16
RV-MTY-001	3	86	3086	2024-01-22T19:27:00	2024-01-22T20:28:00	3	1022	1	0	6	295.04	295.04	0	20.65	0	254.34	254.34	40.7	0	0	182.92	112.12
RV-MTY-001	1	87	3087	2024-01-22T10:06:00	2024-01-22T11:13:00	3	1021	1	0	8	151.84	0	151.84	9.11	0	130.9	130.9	20.94	0	0	118.44	33.4
RV-MTY-001	1	88	3088	2024-01-22T11:35:00	2024-01-22T13:51:00	5	1022	1	0	9	310.35	0	310.35	12.41	0	267.54	267.54	42.81	0	31.04	232.76	77.59
RV-MTY-001	2	89	3089	2024-01-22T14:56:00	2024-01-22T15:57:00	3	1022	1	0	5	159.01	0	159.01	4.77	0	137.08	137.08	21.93	0	0	103.36	55.65
RV-MTY-001	3	90	3090	2024-01-22T21:23:00	2024-01-22T23:07:00	5	1022	1	0	12	261.75	0	261.75	10.47	0	225.65	225.65	36.1	0	0	164.9	96.85
RV-MTY-001	2	91	3091	2024-01-22T16:23:00	2024-01-22T18:59:00	3	1021	1	0	5	339.2	339.2	0	13.57	0	292.41	292.41	46.79	0	0	247.62	91.58
RV-MTY-001	1	92	3092	2024-01-22T10:28:00	2024-01-22T11:08:00	5	1022	1	0	11	116.61	0	116.61	8.16	0	100.53	100.53	16.08	0	0	81.63	34.98
RV-MTY-001	2	93	3093	2024-01-22T15:25:00	2024-01-22T16:17:00	3	1021	1	0	11	136.95	136.95	0	8.22	0	118.06	118.06	18.89	0	0	83.54	53.41
RV-MTY-001	1	94	3094	2024-01-22T10:11:00	2024-01-22T12:12:00	1	1022	1	0	9	225.77	0	225.77	11.29	0	194.63	194.63	31.14	0	0	162.55	63.22
RV-MTY-001	3	95	3095	2024-01-22T21:48:00	2024-01-22T22:48:00	3	1021	1	0	2	112.19	0	112.19	6.73	0	96.72	96.72	15.47	0	0	76.29	35.9
RV-MTY-001	2	96	3096	2024-01-22T14:59:00	2024-01-22T15:45:00	5	1021	1	0	10	196.91	196.91	0	5.91	0	169.75	169.75	27.16	0	0	120.12	76.79
RV-MTY-001	1	97	3097	2024-01-22T10:16:00	2024-01-22T12:29:00	4	1021	1	0	9	218.3	0	218.3	10.92	0	188.19	188.19	30.11	0	0	154.99	63.31
RV-MTY-001	1	98	3098	2024-01-22T10:34:00	2024-01-22T12:04:00	1	1021	1	0	9	319.04	319.04	0	19.14	0	275.03	275.03	44.01	0	0	248.85	70.19
RV-MTY-001	1	99	3099	2024-01-22T10:25:00	2024-01-22T11:36:00	1	1021	1	0	12	168.3	168.3	0	5.05	0	145.09	145.09	23.21	0	0	129.59	38.71
RV-MTY-001	2	100	3100	2024-01-22T15:20:00	2024-01-22T16:44:00	6	1021	1	0	7	317.04	0	317.04	9.51	0	273.31	273.31	43.73	0	0	240.95	76.09
RV-MTY-001	2	101	3101	2024-01-22T15:16:00	2024-01-22T17:28:00	4	1021	1	0	2	249.77	0	249.77	7.49	0	215.32	215.32	34.45	0	0	194.82	54.95
RV-MTY-001	1	102	3102	2024-01-22T08:39:00	2024-01-22T09:44:00	5	1022	1	0	7	264.35	264.35	0	13.22	0	227.89	227.89	36.46	0	0	174.47	89.88
RV-MTY-001	1	103	3103	2024-01-22T09:26:00	2024-01-22T11:00:00	4	1022	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0
RV-MTY-001	2	104	3104	2024-01-22T16:23:00	2024-01-22T17:27:00	1	1022	1	0	2	236.49	0	236.49	11.82	0	203.87	203.87	32.62	0	0	170.27	66.22
RV-MTY-001	1	105	3105	2024-01-22T08:55:00	2024-01-22T10:06:00	6	1021	1	0	12	246.04	246.04	0	14.76	0	212.1	212.1	33.94	0	0	152.54	93.5
RV-MTY-001	1	106	3106	2024-01-22T08:53:00	2024-01-22T10:58:00	4	1021	1	0	11	296.32	0	296.32	17.78	0	255.45	255.45	40.87	0	0	198.53	97.79
RV-MTY-001	3	107	3107	2024-01-22T22:43:00	2024-01-22T23:44:00	5	1021	1	0	6	150.35	0	150.35	7.52	0	129.61	129.61	20.74	0	0	109.76	40.59
RV-MTY-001	2	108	3108	2024-01-22T14:27:00	2024-01-22T16:22:00	6	1022	1	0	2	323.62	0	323.62	16.18	0	278.98	278.98	44.64	0	0	223.3	100.32
RV-MTY-001	3	109	3109	2024-01-22T19:37:00	2024-01-22T21:56:00	2	1021	1	0	12	232.48	232.48	0	9.3	0	200.41	200.41	32.07	0	0	153.44	79.04
RV-MTY-001	1	110	3110	2024-01-22T11:46:00	2024-01-22T12:12:00	2	1022	1	0	5	208.48	0	208.48	10.42	22.93	179.72	156.79	28.76	22.93	0	164.7	43.78
RV-MTY-001	1	111	3111	2024-01-22T09:51:00	2024-01-22T10:43:00	3	1022	1	0	9	311.29	311.29	0	15.56	0	268.35	268.35	42.94	0	0	205.45	105.84
RV-MTY-001	2	112	3112	2024-01-22T16:50:00	2024-01-22T18:56:00	4	1022	1	0	10	311.38	0	311.38	9.34	0	268.43	268.43	42.95	0	0	208.62	102.76
RV-MTY-001	3	113	3113	2024-01-22T21:38:00	2024-01-22T23:40:00	4	1021	1	0	11	183.72	183.72	0	7.35	0	158.38	158.38	25.34	0	0	134.12	49.6
RV-MTY-001	2	114	3114	2024-01-22T13:58:00	2024-01-22T14:21:00	6	1022	1	0	11	107.33	0	107.33	7.51	0	92.53	92.53	14.8	0	0	68.69	38.64
RV-MTY-001	1	115	3115	2024-01-22T10:31:00	2024-01-22T12:03:00	6	1022	1	0	6	324.07	0	324.07	12.96	0	279.37	279.37	44.7	0	0	204.16	119.91
RV-MTY-001	3	116	3116	2024-01-22T21:15:00	2024-01-22T22:04:00	3	1021	1	0	8	311.58	311.58	0	15.58	0	268.6	268.6	42.98	0	0	211.87	99.71
RV-MTY-001	1	117	3117	2024-01-22T09:13:00	2024-01-22T11:55:00	4	1021	1	0	11	268.4	268.4	0	10.74	0	231.38	231.38	37.02	0	0	212.04	56.36
RV-MTY-001	2	118	3118	2024-01-22T13:31:00	2024-01-22T15:55:00	2	1022	1	0	9	189.65	189.65	0	11.38	0	163.49	163.49	26.16	0	0	144.13	45.52
RV-MTY-001	1	119	3119	2024-01-22T08:13:00	2024-01-22T10:27:00	5	1021	1	0	11	188.86	188.86	0	9.44	0	162.81	162.81	26.05	0	0	151.09	37.77
RV-MTY-001	3	120	3120	2024-01-22T22:00:00	2024-01-22T23:59:00	3	1021	1	0	4	117.6	117.6	0	8.23	0	101.38	101.38	16.22	0	0	83.5	34.1
RV-MTY-001	3	121	3121	2024-01-22T22:59:00	2024-01-22T23:26:00	1	1021	1	0	8	201.15	0	201.15	8.05	0	173.41	173.41	27.74	0	0	158.91	42.24
RV-MTY-001	3	122	3122	2024-01-22T20:18:00	2024-01-22T22:25:00	2	1021	1	0	7	299.17	0	299.17	8.98	0	257.91	257.91	41.26	0	0	188.48	110.69
RV-MTY-001	1	123	3123	2024-01-22T09:14:00	2024-01-22T11:14:00	3	1021	1	0	9	329.26	0	329.26	16.46	0	283.84	283.84	45.42	0	0	256.82	72.44
RV-MTY-001	3	124	3124	2024-01-22T20:07:00	2024-01-22T22:20:00	5	1022	1	0	12	220.57	220.57	0	13.23	0	190.15	190.15	30.42	0	0	161.02	59.55
RV-MTY-001	1	125	3125	2024-01-22T11:59:00	2024-01-22T13:05:00	4	1021	1	0	12	287.85	287.85	0	11.51	0	248.15	248.15	39.7	0	0	215.89	71.96
RV-MTY-001	2	126	3126	2024-01-22T13:37:00	2024-01-22T14:29:00	2	1021	1	0	6	275.67	0	275.67	19.3	0	237.65	237.65	38.02	0	27.57	198.48	77.19
RV-MTY-001	1	127	3127	2024-01-22T09:58:00	2024-01-22T10:20:00	2	1022	1	0	8	328.87	328.87	0	19.73	0	283.51	283.51	45.36	0	0	220.34	108.53
RV-MTY-001	2	128	3128	2024-01-22T15:10:00	2024-01-22T17:20:00	2	1022	1	0	7	339.22	0	339.22	23.75	0	292.43	292.43	46.79	0	0	267.98	71.24
RV-MTY-001	3	129	3129	2024-01-22T22:59:00	2024-01-22T23:12:00	1	1021	1	0	2	275.74	0	275.74	13.79	0	237.71	237.71	38.03	0	0	179.23	96.51
RV-MTY-001	3	130	3130	2024-01-22T20:24:00	2024-01-22T22:54:00	4	1022	1	0	12	139.93	0	139.93	7	0	120.63	120.63	19.3	0	0	93.75	46.18
RV-MTY-001	1	131	3131	2024-01-22T09:30:00	2024-01-22T10:08:00	3	1021	1	0	2	223.5	0	223.5	8.94	0	192.67	192.67	30.83	0	0	154.21	69.29
RV-MTY-001	2	132	3132	2024-01-22T15:37:00	2024-01-22T17:55:00	6	1022	1	0	10	334.38	0	334.38	23.41	0	288.26	288.26	46.12	0	0	207.32	127.06
RV-MTY-001	2	133	3133	2024-01-22T16:17:00	2024-01-22T17:59:00	3	1022	1	0	11	328.55	0	328.55	13.14	26.28	283.23	256.95	45.32	26.28	0	216.84	111.71
RV-MTY-001	3	134	3134	2024-01-22T19:19:00	2024-01-22T20:09:00	5	1022	1	0	7	163.27	163.27	0	6.53	0	140.75	140.75	22.52	0	0	107.76	55.51
RV-MTY-001	3	135	3135	2024-01-22T22:30:00	2024-01-22T23:36:00	4	1022	1	0	11	287.77	0	287.77	11.51	43.17	248.08	204.91	39.69	43.17	0	207.19	80.58
RV-MTY-001	3	136	3136	2024-01-22T22:12:00	2024-01-22T23:26:00	2	1021	1	0	9	141.71	0	141.71	5.67	0	122.16	122.16	19.55	0	0	107.7	34.01
RV-MTY-001	1	137	3137	2024-01-22T08:02:00	2024-01-22T10:43:00	1	1022	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
RV-MTY-001	1	138	3138	2024-01-22T09:35:00	2024-01-22T11:25:00	6	1021	1	0	3	112.52	112.52	0	5.63	0	97	97	15.52	0	0	86.64	25.88
RV-MTY-001	2	139	3139	2024-01-22T16:03:00	2024-01-22T17:55:00	6	1022	1	0	2	187.8	0	187.8	7.51	0	161.9	161.9	25.9	0	0	114.56	73.24
RV-MTY-001	3	140	3140	2024-01-22T22:57:00	2024-01-22T23:17:00	6	1021	1	0	9	308.85	308.85	0	9.27	0	266.25	266.25	42.6	0	0	231.64	77.21
RV-MTY-001	2	141	3141	2024-01-22T15:02:00	2024-01-22T17:23:00	1	1021	1	0	11	155.56	155.56	0	10.89	0	134.1	134.1	21.46	0	0	104.23	51.33
RV-MTY-001	2	142	3142	2024-01-22T15:35:00	2024-01-22T17:08:00	4	1022	1	0	3	154.51	0	154.51	4.64	0	133.2	133.2	21.31	0	0	112.79	41.72
RV-MTY-001	1	143	3143	2024-01-22T11:17:00	2024-01-22T12:13:00	1	1021	1	0	9	346.01	346.01	0	20.76	0	298.28	298.28	47.73	0	0	252.59	93.42
RV-MTY-001	3	144	3144	2024-01-22T19:43:00	2024-01-22T20:20:00	3	1022	1	0	8	252.19	0	252.19	15.13	0	217.41	217.41	34.78	0	25.22	184.1	68.09
RV-MTY-001	1	145	3145	2024-01-22T10:36:00	2024-01-22T11:41:00	6	1022	1	0	12	106.29	106.29	0	7.44	0	91.63	91.63	14.66	0	0	70.15	36.14
RV-MTY-001	1	146	3146	2024-01-22T08:16:00	2024-01-22T09:28:00	5	1022	1	0	4	106.89	0	106.89	6.41	0	92.15	92.15	14.74	0	0	80.17	26.72
RV-MTY-001	3	147	3147	2024-01-22T20:58:00	2024-01-22T21:11:00	6	1021	1	0	4	173.02	173.02	0	8.65	0	149.16	149.16	23.86	0	0	128.03	44.99
RV-MTY-001	2	148	3148	2024-01-22T14:03:00	2024-01-22T16:28:00	3	1021	1	0	8	324.01	324.01	0	16.2	0	279.32	279.32	44.69	0	0	204.13	119.88
RV-MTY-001	2	149	3149	2024-01-22T14:31:00	2024-01-22T15:42:00	2	1022	1	0	9	230.02	230.02	0	9.2	0	198.29	198.29	31.73	0	0	140.31	89.71
